,Company,Year,DIVIDEND YIELD,Price,HISTORICAL VOLATILITY 5 YEARS,RETURN ON EQUITY - TOTAL (%),Environment Pillar Score,RESEARCH & DEVELOPMENT/SALES,Governance Pillar Score,Social Pillar Score,CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions
2851,MEDIASET,2012,8.58,1.166,0.3927,-12.48,7.25,,56.81,56.13,
2852,MEDIASET,2013,0.0,3.4019999999999997,0.4638,0.42,7.92,,46.29,58.85,
2853,MEDIASET,2014,0.0,2.946,0.4859,1.07,8.82,,55.06,62.22,
2854,MEDIASET,2015,0.49,4.058,0.4911,0.17,7.55,,60.8,59.91,
2855,MEDIASET,2016,0.86,2.3280000000000003,0.4893,-13.89,5.84,,63.6,63.0,
2856,MEDIASET,2017,0.68,2.938,0.4729,4.68,6.15,,65.1,62.08,
2857,MEDIASET,2018,0.8,2.4930000000000003,0.3914,21.78,20.84,,67.8,62.45,
2858,MEDIASET,2019,0.0,2.679,0.3469,7.78,29.0,,65.63,62.91,
2859,MEDIASET,2020,0.0,1.925,0.4253,,,,,,
2860,MEDIOBANCA BC.FIN,2010,2.35,7.245,0.3283,6.45,0.0,,46.74,21.69,
2861,MEDIOBANCA BC.FIN,2011,3.09,5.5,0.3414,5.4,0.0,,56.6,20.4,
2862,MEDIOBANCA BC.FIN,2012,1.18,4.234,0.408,1.21,8.37,,48.58,18.13,0.47
2863,MEDIOBANCA BC.FIN,2013,0.0,6.13,0.4474,-2.7,3.94,,40.94,14.69,
2864,MEDIOBANCA BC.FIN,2014,2.23,6.72,0.4063,6.28,19.98,,52.1,31.48,0.44
2865,MEDIOBANCA BC.FIN,2015,2.73,9.145,0.3985,7.11,23.8,,63.05,35.43,0.49
2866,MEDIOBANCA BC.FIN,2016,3.88,6.96,0.4086,6.87,11.69,,60.76,34.52,
2867,MEDIOBANCA BC.FIN,2017,3.74,9.885,0.3457,8.36,23.58,,58.2,43.17,0.8
2868,MEDIOBANCA BC.FIN,2018,6.04,7.78,0.299,9.21,35.26,,79.84,57.67,1.0
2869,MEDIOBANCA BC.FIN,2019,4.42,10.645,0.2757,8.46,,,,,
2870,MEDIOBANCA BC.FIN,2020,0.0,7.33,0.4566,6.17,,,,,
2871,METRO,2010,,,,,,,,,
2872,METRO,2011,,,,,,,,,
2873,METRO,2012,,,,,,,,,
2874,METRO,2013,,,,,,,,,
2875,METRO,2014,,,,4.51,,0.07,,,
2876,METRO,2015,,,,14.89,,0.07,,,
2877,METRO,2016,,,,18.38,,0.06,,,
2878,METRO,2017,0.0,16.22,0.1609,10.75,40.01,0.06,74.45,57.4,89.39
2879,METRO,2018,4.88,14.35,0.3563,11.01,34.37,0.08,71.64,54.98,116.21
2880,METRO,2019,4.76,14.71,0.3428,-4.39,37.75,0.1,68.45,56.51,91.97
2881,METRO,2020,8.26,8.472000000000001,0.4093,,,,,,
2882,METSO OUTOTEC,2010,1.94,9.0425,0.5458,7.95,65.27,2.31,31.05,70.62,8.52
2883,METSO OUTOTEC,2011,2.24,8.3725,0.5182,21.0,65.11,2.06,32.58,68.37,8.29
2884,METSO OUTOTEC,2012,2.45,8.6575,0.4832,29.07,70.11,1.63,38.57,77.59,501.94
2885,METSO OUTOTEC,2013,4.01,7.48,0.382,19.41,74.19,2.09,55.18,92.94,12.27
2886,METSO OUTOTEC,2014,4.14,4.834,0.3879,0.04,77.75,1.9,58.04,85.74,13.12
2887,METSO OUTOTEC,2015,3.05,3.284,0.387,-4.01,79.22,3.96,45.58,75.76,16.68
2888,METSO OUTOTEC,2016,0.0,4.466,0.4222,-20.47,82.58,3.71,28.67,73.6,13.44
2889,METSO OUTOTEC,2017,0.0,6.695,0.4165,-2.09,82.22,3.59,39.88,71.36,405.03
2890,METSO OUTOTEC,2018,0.0,3.6910000000000003,0.4234,-28.12,82.38,3.42,54.1,75.15,387.53
2891,METSO OUTOTEC,2019,0.0,5.8020000000000005,0.47,8.21,82.54,3.63,44.8,78.21,432.52
2892,METSO OUTOTEC,2020,1.48,6.775,0.527,,,,,,
2893,MORPHOSYS,2010,0.0,15.61,0.3713,5.11,,48.77,,,
2894,MORPHOSYS,2011,0.0,17.03,0.3565,4.29,,51.13,,,
2895,MORPHOSYS,2012,0.0,25.2,0.3302,0.97,,72.56,,,
2896,MORPHOSYS,2013,0.0,55.301,0.3074,4.81,,54.66,,,
2897,MORPHOSYS,2014,0.0,77.29899999999999,0.3218,-0.86,0.0,75.15,80.57,42.72,
2898,MORPHOSYS,2015,0.0,55.43,0.3387,4.19,0.0,67.62,79.82,41.36,
2899,MORPHOSYS,2016,0.0,44.599,0.3686,-15.52,0.0,165.23,81.1,39.65,
2900,MORPHOSYS,2017,0.0,79.445,0.3652,-18.04,0.0,154.68,68.18,37.9,
2901,MORPHOSYS,2018,0.0,100.1,0.3653,-13.26,0.0,109.87,71.91,38.87,
2902,MORPHOSYS,2019,0.0,95.3,0.3479,-23.33,0.0,144.74,79.17,53.65,
2903,MORPHOSYS,2020,0.0,88.54,0.4349,,,,,,
2904,MUENCHENER RUCK. (XET),2010,5.13,112.1,0.2331,12.34,83.54,,77.58,75.61,0.38
2905,MUENCHENER RUCK. (XET),2011,6.95,89.97,0.253,3.56,73.11,,72.66,81.37,0.44
2906,MUENCHENER RUCK. (XET),2012,5.0,124.9,0.2484,15.7,82.18,,65.2,79.72,0.36
2907,MUENCHENER RUCK. (XET),2013,4.52,155.0,0.22,13.3,78.15,,63.77,73.41,0.36
2908,MUENCHENER RUCK. (XET),2014,4.67,155.2,0.215,13.54,91.11,,63.04,80.0,0.4
2909,MUENCHENER RUCK. (XET),2015,4.29,180.7,0.2265,11.0,87.91,,59.99,81.08,0.47
2910,MUENCHENER RUCK. (XET),2016,4.75,173.65,0.2015,9.63,85.92,,57.14,81.16,0.42
2911,MUENCHENER RUCK. (XET),2017,4.52,190.2,0.1856,1.49,93.12,,79.26,83.75,0.35
2912,MUENCHENER RUCK. (XET),2018,4.48,191.8,0.1743,9.86,94.86,,88.01,77.73,0.4
2913,MUENCHENER RUCK. (XET),2019,3.61,256.4,0.1638,11.41,96.11,,84.74,82.67,0.38
2914,MUENCHENER RUCK. (XET),2020,4.11,238.6,0.3287,,,,,,
2915,NELES,2010,1.87,8.107,0.4409,13.41,82.09,1.84,92.24,74.46,
2916,NELES,2011,5.48,6.1344,0.4546,17.1,77.91,1.7,90.43,64.06,2.5
2917,NELES,2012,6.44,5.7204,0.4618,17.26,56.89,1.56,90.23,64.89,534.62
2918,NELES,2013,6.25,6.4206,0.3607,18.46,57.79,1.63,84.38,69.53,3.21
2919,NELES,2014,3.94,7.0027,0.3379,15.71,72.21,1.64,74.34,86.48,145.62
2920,NELES,2015,6.5,6.1584,0.3327,33.27,83.42,1.38,79.17,87.27,197.24
2921,NELES,2016,4.07,7.1131,0.3048,9.07,62.66,1.31,90.72,83.24,227.03
2922,NELES,2017,3.5,8.2691,0.2734,7.35,62.72,0.96,87.02,84.94,250.23
2923,NELES,2018,3.95,7.3366,0.2684,16.73,69.57,1.2,89.32,82.61,1377.5
2924,NELES,2019,1.75,9.4776,0.28,20.42,53.05,2.58,67.07,78.73,1397.91
2925,NELES,2020,14.5,10.14,0.395,,,,,,
2926,NEMETSCHEK,2010,1.78,2.337,0.5114,22.26,,,,,
2927,NEMETSCHEK,2011,4.0,2.084,0.5058,21.4,,25.12,,,
2928,NEMETSCHEK,2012,3.49,2.745,0.4989,17.72,,24.67,,,
2929,NEMETSCHEK,2013,2.23,4.293,0.3915,21.63,,24.6,,,
2930,NEMETSCHEK,2014,1.65,6.568,0.3024,25.03,,25.32,,,
2931,NEMETSCHEK,2015,0.99,13.492,0.3467,23.95,,23.8,,,
2932,NEMETSCHEK,2016,0.94,17.816,0.3356,25.77,,23.95,,,
2933,NEMETSCHEK,2017,0.85,25.634,0.3317,35.15,23.98,23.26,15.22,22.73,
2934,NEMETSCHEK,2018,0.68,37.033,0.3428,32.2,23.91,23.94,38.37,23.2,
2935,NEMETSCHEK,2019,0.51,52.65,0.3616,42.53,35.76,23.93,46.24,22.97,
2936,NEMETSCHEK,2020,0.44,63.4,0.4119,,,,,,
2937,NEXANS,2010,1.95,45.7716,0.4628,4.06,44.72,1.15,20.11,42.78,
2938,NEXANS,2011,2.62,37.4572,0.4448,-8.79,76.52,1.08,41.17,47.65,
2939,NEXANS,2012,3.42,28.6742,0.4716,1.5,73.2,1.04,41.68,51.11,
2940,NEXANS,2013,1.55,32.155,0.4264,-19.93,71.31,1.13,41.25,46.24,
2941,NEXANS,2014,0.0,25.51,0.4185,-11.48,66.6,1.17,62.77,50.44,
2942,NEXANS,2015,0.0,34.5,0.4169,-15.22,71.97,1.31,79.14,53.87,5.5
2943,NEXANS,2016,0.0,49.36,0.4145,4.72,75.31,1.39,48.63,55.69,5.59
2944,NEXANS,2017,0.95,52.75,0.3396,8.82,78.23,1.55,87.13,58.08,26358.02
2945,NEXANS,2018,2.82,24.8,0.3159,1.02,83.25,1.62,86.5,85.6,30641.91
2946,NEXANS,2019,0.83,36.06,0.2997,-9.63,92.41,1.4,74.19,85.76,31801.5
2947,NEXANS,2020,0.0,50.4,0.4352,,,,,,
2948,NORDEX,2010,0.0,5.054,0.7174,5.85,,1.15,,,
2949,NORDEX,2011,0.0,3.957,0.6193,-13.05,,2.15,,,
2950,NORDEX,2012,0.0,2.93,0.5389,-28.74,,,,,
2951,NORDEX,2013,0.0,11.4,0.5191,3.17,,,,,
2952,NORDEX,2014,0.0,14.549000000000001,0.5173,10.21,,,,,
2953,NORDEX,2015,0.0,30.128,0.4757,12.28,,,,,
2954,NORDEX,2016,0.0,18.59,0.4768,13.66,,,,,
2955,NORDEX,2017,0.0,7.4,0.5118,0.04,,,,,
2956,NORDEX,2018,0.0,7.404,0.4688,-10.38,57.63,,35.45,52.62,1.58
2957,NORDEX,2019,0.0,12.93,0.4821,-10.06,57.69,,37.96,52.16,1.56
2958,NORDEX,2020,0.0,17.58,0.5847,,,,,,
2959,OMV,2010,3.7,26.87,0.3562,10.72,63.4,0.07,90.02,88.07,3470.22
2960,OMV,2011,4.28,23.38,0.3268,11.01,73.29,0.05,80.86,76.84,2700.88
2961,OMV,2012,4.15,26.5,0.3317,12.79,76.78,0.05,89.56,81.01,3054.45
2962,OMV,2013,3.35,35.83,0.2647,10.55,72.68,0.04,88.81,83.13,2984.66
2963,OMV,2014,5.2,24.02,0.2581,3.27,61.25,0.07,78.7,81.95,2578.03
2964,OMV,2015,5.01,24.94,0.2903,-10.84,61.23,0.12,80.44,87.24,4578.1
2965,OMV,2016,3.43,29.16,0.2799,-4.45,66.13,0.15,87.08,87.92,5580.79
2966,OMV,2017,2.35,51.1,0.2751,4.92,66.34,0.16,86.67,83.98,4452.08
2967,OMV,2018,3.23,46.51,0.2803,15.21,66.05,0.17,87.01,82.58,4106.71
2968,OMV,2019,3.25,53.86,0.2755,16.02,67.1,0.21,89.06,83.0,4790.91
2969,OMV,2020,6.29,27.8,0.4726,,,,,,
2970,ORION B,2010,6.39,15.66,0.2653,40.75,43.85,9.32,16.41,64.08,0.0
2971,ORION B,2011,8.31,14.44,0.2506,43.31,59.67,8.94,29.6,63.74,1.41
2972,ORION B,2012,6.54,19.88,0.2487,41.31,56.67,10.2,33.52,65.25,1.33
2973,ORION B,2013,6.62,19.65,0.2604,40.29,63.75,9.69,45.71,56.98,1.1
2974,ORION B,2014,4.52,27.63,0.2704,41.08,60.06,10.05,50.82,67.41,1.22
2975,ORION B,2015,4.01,32.44,0.2588,37.52,52.43,10.19,24.54,69.8,
2976,ORION B,2016,3.33,39.02,0.2537,40.28,66.48,10.57,36.59,73.15,1.65
2977,ORION B,2017,4.68,33.13,0.2873,34.21,64.87,9.25,49.17,75.92,1.46
2978,ORION B,2018,4.84,29.94,0.2994,45.47,66.26,10.29,46.75,76.13,1.51
2979,ORION B,2019,3.75,39.99,0.3028,25.82,71.64,11.04,56.67,81.46,1.28
2980,ORION B,2020,3.83,39.14,0.3426,,,,,,
2981,OSRAM LICHT,2010,,,,,,5.55,,,
2982,OSRAM LICHT,2011,,,,17.4,,5.98,,,
2983,OSRAM LICHT,2012,,,,-22.86,,6.28,,,
2984,OSRAM LICHT,2013,0.0,42.151,0.2,1.35,25.64,6.45,37.13,58.45,
2985,OSRAM LICHT,2014,2.71,33.159,0.4122,8.31,44.79,6.44,70.0,67.83,
2986,OSRAM LICHT,2015,2.32,38.836,0.3819,6.87,50.29,6.19,69.22,76.52,
2987,OSRAM LICHT,2016,2.09,47.92100000000001,0.3545,16.06,57.07,8.82,68.28,85.42,278.61
2988,OSRAM LICHT,2017,1.6,68.602,0.3255,8.93,61.12,8.82,72.4,94.67,4793.55
2989,OSRAM LICHT,2018,3.31,33.55,0.3622,5.49,63.35,10.23,89.64,95.3,4647.21
2990,OSRAM LICHT,2019,0.0,40.05,0.3646,-17.84,62.8,12.07,89.25,95.24,4514.54
2991,OSRAM LICHT,2020,0.0,52.22,0.3587,-10.08,,11.91,,,
2992,PIRELLI & C,2010,,,,1.04,59.84,,59.12,84.46,
2993,PIRELLI & C,2011,,,,21.83,65.38,,64.78,81.28,0.84
2994,PIRELLI & C,2012,,,,17.57,78.76,,76.85,88.8,587.96
2995,PIRELLI & C,2013,,,,12.88,87.34,3.24,77.48,85.53,
2996,PIRELLI & C,2014,,,,12.97,73.69,3.41,68.73,85.41,
2997,PIRELLI & C,2015,,,,-16.21,75.85,3.4,48.52,85.5,
2998,PIRELLI & C,2016,,,,5.73,61.89,3.76,23.77,85.5,
2999,PIRELLI & C,2017,0.0,6.8,0.0,4.87,64.97,4.14,60.26,86.25,
3000,PIRELLI & C,2018,0.0,6.207999999999999,0.2085,10.06,69.84,4.22,53.1,85.09,
3001,PIRELLI & C,2019,3.33,5.322,0.2965,9.53,75.91,4.37,56.34,89.03,
3002,PIRELLI & C,2020,0.0,4.229,0.3425,,,,,,
3003,RANDSTAD,2010,0.0,35.6,0.5015,11.21,4.39,,60.28,53.29,
3004,RANDSTAD,2011,5.12,23.05,0.5055,6.34,25.53,0.0,65.26,61.14,
3005,RANDSTAD,2012,5.11,24.44,0.4684,1.13,27.37,0.0,75.55,67.06,
3006,RANDSTAD,2013,2.68,46.68,0.4048,8.0,34.0,,79.02,60.12,
3007,RANDSTAD,2014,2.68,35.48,0.3269,10.53,38.58,,81.28,60.09,0.12
3008,RANDSTAD,2015,2.41,53.62,0.3311,14.11,55.93,,81.53,75.0,0.51
3009,RANDSTAD,2016,3.51,47.825,0.3103,14.38,53.62,,74.75,71.54,0.4
3010,RANDSTAD,2017,3.79,49.93,0.2815,14.75,56.37,,76.29,71.25,0.34
3011,RANDSTAD,2018,6.46,42.72,0.2639,15.83,51.45,,66.41,69.31,0.56
3012,RANDSTAD,2019,6.55,51.62,0.2514,13.27,60.37,,69.56,78.59,0.5
3013,RANDSTAD,2020,0.0,52.08,0.3357,,,,,,
3014,RATIONAL,2010,2.28,153.41,0.3838,38.0,,3.59,,,
3015,RATIONAL,2011,3.16,158.13,0.3702,36.02,,3.53,,,
3016,RATIONAL,2012,2.75,199.995,0.3378,41.99,,3.12,,,
3017,RATIONAL,2013,2.43,234.75,0.28300000000000003,38.42,,3.41,,,
3018,RATIONAL,2014,2.37,252.78799999999998,0.24100000000000002,37.98,,3.62,,,
3019,RATIONAL,2015,1.75,388.06,0.2405,36.53,,4.04,,,
3020,RATIONAL,2016,1.76,426.35,0.2393,33.76,,4.7,,,
3021,RATIONAL,2017,1.8,555.0,0.24,34.82,31.33,4.73,33.12,57.7,
3022,RATIONAL,2018,2.2,501.0,0.2153,35.75,41.41,4.9,34.58,56.62,
3023,RATIONAL,2019,1.33,712.0,0.1981,35.27,42.08,4.98,28.95,55.68,
3024,RATIONAL,2020,0.81,706.0,0.2752,,,,,,
3025,RED ELECTRICA,2010,4.11,8.9975,0.2705,25.48,58.54,,59.13,90.12,
3026,RED ELECTRICA,2011,5.73,8.175,0.2773,26.81,57.77,,72.24,79.81,231.3
3027,RED ELECTRICA,2012,6.24,8.8125,0.2552,25.92,54.67,,69.26,71.1,82.47
3028,RED ELECTRICA,2013,5.13,11.535,0.2389,25.23,54.22,,74.68,65.53,73.76
3029,RED ELECTRICA,2014,3.67,17.2975,0.2412,30.31,63.22,0.45,69.2,74.62,81.01
3030,RED ELECTRICA,2015,3.71,20.1975,0.2231,22.98,65.67,0.5,65.37,85.23,296.54
3031,RED ELECTRICA,2016,4.84,16.575,0.2189,22.55,78.61,0.45,72.5,87.73,222.57
3032,RED ELECTRICA,2017,4.71,18.2,0.1972,22.34,66.37,0.48,79.5,86.33,178.54
3033,RED ELECTRICA,2018,4.86,19.265,0.1754,21.83,64.76,0.52,66.54,80.4,193.21
3034,RED ELECTRICA,2019,5.75,17.11,0.1607,20.88,,0.53,,,
3035,RED ELECTRICA,2020,6.35,16.565,0.2037,,,,,,
3036,RHEINMETALL,2010,0.61,49.365,0.4047,13.87,24.57,5.36,52.16,29.84,
3037,RHEINMETALL,2011,4.33,34.67,0.4318,15.93,26.45,4.76,50.28,26.27,
3038,RHEINMETALL,2012,5.7,31.6,0.4375,13.77,32.84,4.89,53.53,33.97,
3039,RHEINMETALL,2013,4.05,44.43,0.3388,2.22,31.83,4.9,48.65,37.94,
3040,RHEINMETALL,2014,1.27,31.388,0.3435,1.52,31.37,3.18,51.22,37.11,
3041,RHEINMETALL,2015,0.53,56.916000000000004,0.3555,11.57,41.57,3.22,44.86,50.43,1.7
3042,RHEINMETALL,2016,1.63,67.485,0.3286,12.59,45.06,3.28,40.72,37.66,1.76
3043,RHEINMETALL,2017,1.43,101.3,0.2745,12.72,43.67,3.8,25.89,36.46,
3044,RHEINMETALL,2018,2.23,76.3,0.2659,15.82,45.38,5.47,37.21,32.0,
3045,RHEINMETALL,2019,2.04,102.95,0.2371,16.16,58.79,5.68,61.98,55.04,
3046,RHEINMETALL,2020,3.15,76.28,0.3324,,,,,,
3047,SAIPEM,2010,1.73,40.0424,0.4027,22.95,88.3,0.11,81.29,81.71,
3048,SAIPEM,2011,1.93,41.0746,0.3946,21.01,89.51,0.1,87.63,93.04,
3049,SAIPEM,2012,2.19,40.1809,0.3823,17.84,86.09,0.12,70.53,92.64,
3050,SAIPEM,2013,3.85,22.243000000000002,0.3749,-3.25,84.86,0.11,83.8,91.34,
3051,SAIPEM,2014,0.0,16.1126,0.3609,-5.23,81.97,0.09,82.76,87.17,
3052,SAIPEM,2015,0.0,10.0201,0.4387,-21.18,81.94,0.12,83.7,90.54,
3053,SAIPEM,2016,0.0,4.0169999999999995,0.6238,-50.05,82.93,0.19,83.63,89.94,
3054,SAIPEM,2017,0.0,3.426,0.627,-6.96,88.47,0.34,87.37,90.02,
3055,SAIPEM,2018,0.0,4.15,0.6102,-11.08,93.63,0.37,88.85,95.1,5.94
3056,SAIPEM,2019,0.0,4.404,0.6181,0.3,90.28,0.42,92.31,94.71,96854.93
3057,SAIPEM,2020,0.52,1.94,0.6527,,,,,,
3058,SCOUT24,2010,,,,,,,,,
3059,SCOUT24,2011,,,,,,,,,
3060,SCOUT24,2012,,,,,,,,,
3061,SCOUT24,2013,,,,,,,,,
3062,SCOUT24,2014,,,,,,,,,
3063,SCOUT24,2015,0.0,30.581,0.0,5.74,,,,,
3064,SCOUT24,2016,0.0,32.352,0.1591,7.03,24.27,,23.21,45.48,3.9
3065,SCOUT24,2017,0.85,35.194,0.1445,10.79,31.83,,37.63,46.53,3.4
3066,SCOUT24,2018,1.55,36.18,0.2027,14.69,39.18,,67.29,48.39,3.98
3067,SCOUT24,2019,1.25,51.3,0.21100000000000002,7.19,42.0,,62.78,41.46,1.98
3068,SCOUT24,2020,1.39,65.7,0.2487,,,,,,
3069,SEB,2010,1.49,69.75,0.3296,17.78,65.08,1.64,11.4,71.29,54.25
3070,SEB,2011,2.03,57.59,0.3464,17.8,70.59,1.6,15.59,81.82,48.73
3071,SEB,2012,2.52,49.535,0.3543,15.23,58.2,1.72,11.29,81.33,
3072,SEB,2013,1.94,68.0,0.2917,14.68,58.11,1.82,16.02,88.4,
3073,SEB,2014,2.18,63.77,0.2583,11.56,51.13,1.92,17.44,89.68,
3074,SEB,2015,1.58,91.2,0.2679,12.64,60.67,1.86,33.54,94.74,
3075,SEB,2016,1.21,127.65,0.2445,15.31,69.11,1.84,45.95,96.71,
3076,SEB,2017,1.11,155.3,0.2199,21.67,74.15,1.99,49.84,95.11,1989.22
3077,SEB,2018,1.69,118.4,0.2309,21.56,71.79,1.94,52.01,97.09,1980.56
3078,SEB,2019,1.52,141.1,0.2472,16.91,75.7,1.87,58.2,96.87,1877.06
3079,SEB,2020,1.54,146.8,0.2718,,,,,,
3080,SIGNIFY,2010,,,,,,,,,
3081,SIGNIFY,2011,,,,,,,,,
3082,SIGNIFY,2012,,,,,,,,,
3083,SIGNIFY,2013,,,,,,5.26,,,
3084,SIGNIFY,2014,,,,-0.85,,5.66,,,
3085,SIGNIFY,2015,,,,6.85,,4.9,,,
3086,SIGNIFY,2016,0.0,21.4,0.2578,6.08,71.73,4.96,61.64,68.04,29.28
3087,SIGNIFY,2017,3.44,31.98,0.2206,11.89,73.64,5.08,63.84,87.82,33.27
3088,SIGNIFY,2018,5.71,21.89,0.2496,12.28,77.82,4.91,84.92,88.42,27.98
3089,SIGNIFY,2019,4.7,27.65,0.2584,12.41,80.87,4.53,86.74,92.95,26.42
3090,SIGNIFY,2020,0.0,36.24,0.38799999999999996,,,,,,
3091,SOFINA,2010,1.94,67.47,0.2229,3.97,0.0,,22.74,9.61,
3092,SOFINA,2011,2.31,60.12,0.2278,3.91,0.0,,12.95,8.96,
3093,SOFINA,2012,2.27,64.63,0.2236,4.25,0.0,,13.95,9.18,
3094,SOFINA,2013,1.96,79.11,0.1562,5.09,0.0,,21.6,5.0,
3095,SOFINA,2014,1.91,85.3,0.1432,6.55,0.0,,30.36,14.62,
3096,SOFINA,2015,1.71,100.0,0.1364,6.23,0.0,,18.69,10.12,
3097,SOFINA,2016,1.42,126.3,0.1255,5.11,0.0,,5.36,7.3,
3098,SOFINA,2017,1.39,129.3,0.1223,8.89,0.0,,4.62,21.12,
3099,SOFINA,2018,1.05,178.0,0.1208,13.98,0.0,,3.88,20.09,
3100,SOFINA,2019,0.99,197.6,0.1249,16.93,0.0,,4.55,40.31,
3101,SOFINA,2020,0.8,253.5,0.1799,,,,,,
3102,STRABAG SE,2010,2.64,18.95,0.5572,5.79,45.11,0.11,57.1,32.23,0.41
3103,STRABAG SE,2011,2.47,22.3,0.49700000000000005,6.47,59.85,0.11,51.4,34.42,0.71
3104,STRABAG SE,2012,2.97,20.18,0.4533,2.09,50.57,0.13,38.0,39.22,
3105,STRABAG SE,2013,0.96,20.86,0.3018,3.93,49.61,0.16,42.14,41.99,
3106,STRABAG SE,2014,2.56,17.61,0.2417,4.41,46.5,0.12,71.24,35.29,
3107,STRABAG SE,2015,2.35,21.29,0.23399999999999999,5.28,53.56,0.09,64.98,37.42,
3108,STRABAG SE,2016,2.15,30.2,0.2318,8.92,56.3,0.09,66.04,38.09,
3109,STRABAG SE,2017,2.82,33.69,0.2245,8.51,58.51,,47.65,79.25,
3110,STRABAG SE,2018,4.09,31.8,0.2234,10.11,63.54,,67.01,78.08,
3111,STRABAG SE,2019,2.9,31.0,0.1904,9.99,62.13,,61.15,81.27,
3112,STRABAG SE,2020,3.19,28.25,0.3419,,,,,,
3113,SUEDZUCKER,2010,2.68,16.785,0.2999,9.27,10.71,0.59,10.79,15.63,
3114,SUEDZUCKER,2011,2.75,20.03,0.3138,10.58,18.28,0.57,19.7,25.05,
3115,SUEDZUCKER,2012,2.31,30.239,0.3038,14.97,15.51,0.54,7.73,22.92,
3116,SUEDZUCKER,2013,3.97,22.68,0.2624,20.17,16.48,0.53,14.5,32.62,
3117,SUEDZUCKER,2014,3.98,12.547,0.336,8.57,29.39,0.55,10.61,50.64,
3118,SUEDZUCKER,2015,1.34,18.7,0.3772,0.63,30.49,0.6,15.35,45.76,
3119,SUEDZUCKER,2016,1.41,21.252,0.4004,3.47,50.13,0.66,14.85,67.27,
3120,SUEDZUCKER,2017,2.61,17.24,0.3922,6.57,54.21,0.65,11.23,56.63,
3121,SUEDZUCKER,2018,3.44,13.06,0.3909,6.03,49.85,0.62,22.88,60.5,
3122,SUEDZUCKER,2019,1.58,12.64,0.332,-28.47,50.99,0.66,25.16,72.11,
3123,SUEDZUCKER,2020,1.47,13.58,0.3714,-5.28,62.25,0.69,26.67,72.93,
3124,TALANX AKTGSF.,2010,,,,5.28,,,,,
3125,TALANX AKTGSF.,2011,,,,11.03,,,,,
3126,TALANX AKTGSF.,2012,0.0,19.528,0.0,11.98,,,,,
3127,TALANX AKTGSF.,2013,4.15,25.3,0.1485,13.67,,,,,
3128,TALANX AKTGSF.,2014,4.96,24.186999999999998,0.1542,14.91,,,,,
3129,TALANX AKTGSF.,2015,4.55,27.447,0.185,14.25,,,,,
3130,TALANX AKTGSF.,2016,4.34,29.973000000000003,0.1931,15.59,,,,,
3131,TALANX AKTGSF.,2017,4.0,33.725,0.1803,11.44,,,,,
3132,TALANX AKTGSF.,2018,4.33,32.3,0.1849,10.92,,,,,
3133,TALANX AKTGSF.,2019,3.35,43.22,0.1904,14.87,29.53,,33.22,60.69,0.44
3134,TALANX AKTGSF.,2020,4.75,31.6,0.3634,,,,,,
3135,TEAMVIEWER,2010,,,,,,,,,
3136,TEAMVIEWER,2011,,,,,,,,,
3137,TEAMVIEWER,2012,,,,,,,,,
3138,TEAMVIEWER,2013,,,,,,,,,
3139,TEAMVIEWER,2014,,,,,,,,,
3140,TEAMVIEWER,2015,,,,,,,,,
3141,TEAMVIEWER,2016,,,,,,14.2,,,
3142,TEAMVIEWER,2017,,,,,,11.95,,,
3143,TEAMVIEWER,2018,,,,,,8.17,,,
3144,TEAMVIEWER,2019,0.0,26.3,0.0,,2.34,8.64,50.11,48.44,
3145,TEAMVIEWER,2020,0.0,37.81,0.5516,,,,,,
3146,TELECOM ITALIA,2010,5.0,0.9995,0.2928,11.4,66.68,2.53,89.65,71.93,2.31
3147,TELECOM ITALIA,2011,6.61,0.8775,0.3011,-18.31,67.22,2.04,76.9,73.88,2.46
3148,TELECOM ITALIA,2012,6.3,0.682,0.2982,-7.72,68.23,2.04,73.02,72.24,2.86
3149,TELECOM ITALIA,2013,2.96,0.675,0.2863,-3.7,73.59,4.17,84.29,73.18,2.46
3150,TELECOM ITALIA,2014,0.0,0.9005,0.3059,7.67,72.77,5.18,58.59,70.99,2.96
3151,TELECOM ITALIA,2015,0.0,1.148,0.3062,-0.4,75.2,8.72,76.61,81.58,3.61
3152,TELECOM ITALIA,2016,0.0,0.7025,0.3526,9.33,65.42,9.19,62.35,86.54,3.52
3153,TELECOM ITALIA,2017,0.0,0.6895,0.3555,5.24,74.34,10.05,92.89,89.67,2.92
3154,TELECOM ITALIA,2018,0.0,0.5262,0.3366,-6.87,73.96,6.4,86.98,89.83,3.06
3155,TELECOM ITALIA,2019,0.0,0.5441,0.3188,4.6,79.29,6.49,80.24,88.21,2.95
3156,TELECOM ITALIA,2020,2.89,0.3466,0.3994,,,,,,
3157,TELEFONICA DTL.HLDG.,2010,,,,-0.99,,,,,
3158,TELEFONICA DTL.HLDG.,2011,,,,0.62,,,,,
3159,TELEFONICA DTL.HLDG.,2012,0.0,4.46,,14.26,29.09,,66.28,36.33,0.58
3160,TELEFONICA DTL.HLDG.,2013,7.29,4.871,0.1556,1.25,32.59,,22.97,36.45,0.56
3161,TELEFONICA DTL.HLDG.,2014,11.81,3.978,0.2085,-8.3,34.75,,28.58,41.32,0.6
3162,TELEFONICA DTL.HLDG.,2015,4.5,5.331,0.2056,-3.53,53.21,,22.33,43.42,0.62
